RSN,EQID,Station_Code,Magnitude,Fault_Mechanisc,depth,Joyner_Boore_Rjb,Soil_site_class,PGA,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.060S,T0.070S,T0.080S,T0.090S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.800S,T1.000S,T1.200S,T1.500S,T1.800S,T2.000S,T2.500S,T3.000S,T3.500S,T4.000S,T5.000S
518,125,MOG,5.6,0,9.8,260.36424,C,0.0061292,0.0061353,0.006153,0.0061743,0.0062008,0.0062549,0.006447,0.0065146,0.0071792,0.008058,0.0079101,0.011629,0.012805,0.011224,0.014899,0.018436,0.01228,0.0097043,0.0064336,0.0039408,0.002558,0.001404,0.0009455,0.00055055,0.00034577,0.00022264,0.00017496,0.00012008
519,125,MUK,5.6,0,9.8,129.19891,C,0.011784,0.011817,0.01192,0.012156,0.012618,0.013746,0.014694,0.016808,0.020808,0.023795,0.022413,0.032179,0.044443,0.022857,0.021901,0.021024,0.015999,0.011455,0.0062034,0.0034692,0.0030097,0.0022717,0.0018276,0.00078323,0.0006937,0.00075888,0.00079386,0.0003083
520,125,NAW,5.6,0,9.8,221.99064,C,0.016335,0.016369,0.016471,0.016653,0.016805,0.016766,0.017452,0.018226,0.019246,0.020854,0.021612,0.031193,0.057356,0.073849,0.052697,0.020682,0.017322,0.007146,0.0060957,0.0035175,0.0026493,0.0018797,0.0017432,0.00072753,0.00049466,0.00040648,0.000301,0.00019026
521,125,PHG,5.6,0,9.8,209.95566,C,0.014738,0.014766,0.014851,0.014971,0.015332,0.015328,0.017016,0.017763,0.020189,0.025003,0.024551,0.040222,0.059804,0.038389,0.034822,0.029142,0.018402,0.0080635,0.0046031,0.0040103,0.0023317,0.0011517,0.00086583,0.00053913,0.00040039,0.00031556,0.00029881,0.00015424
522,125,PLM,5.6,0,9.8,130.14395,B,0.0084934,0.0085162,0.0085839,0.0087401,0.0090889,0.0098912,0.010084,0.010315,0.011385,0.012694,0.013683,0.027364,0.030746,0.032555,0.022077,0.015054,0.008354,0.0055546,0.0031795,0.0020795,0.0011208,0.0011986,0.00091973,0.00034115,0.00022597,0.00014864,0.00012303,7.74E-05
523,125,PTK,5.6,0,9.8,89.89,C,0.0063176,0.0063508,0.0064591,0.0066683,0.0072262,0.0075317,0.0082292,0.0098271,0.011335,0.016872,0.022783,0.015092,0.012124,0.013401,0.0099885,0.0088497,0.0065244,0.0045118,0.0035821,0.0027723,0.0023068,0.0012642,0.0010684,0.00057085,0.0006741,0.00069157,0.00053588,0.00020935
524,125,RAM,5.6,0,9.8,252.74875,A,0.013255,0.013285,0.013369,0.013518,0.014097,0.014472,0.014934,0.015625,0.017651,0.019548,0.018606,0.037814,0.029431,0.051211,0.047617,0.024127,0.0072279,0.0020896,0.0014033,0.00086058,0.00047791,0.0003586,0.00031228,0.00019007,0.00014399,0.00010404,8.20E-05,5.30E-05
525,125,ROO,5.6,0,9.8,412.75504,C,0.0017513,0.0017554,0.0017712,0.0018071,0.0018414,0.0018755,0.0019872,0.0019907,0.0021664,0.0022002,0.0024335,0.005397,0.006307,0.0059713,0.0053837,0.0035373,0.0027617,0.0018414,0.001477,0.001073,0.00069761,0.00062393,0.00056453,0.00026259,0.00018657,0.00025367,0.00017392,8.28E-05
526,125,SOL,5.6,0,9.8,273.48617,A,0.0026139,0.002619,0.0026306,0.0026577,0.0027239,0.0027861,0.0028623,0.0029702,0.00341,0.003936,0.0049548,0.0064034,0.006808,0.0067169,0.0073495,0.0076916,0.0048092,0.0020252,0.0012183,0.00092281,0.00049279,0.00052737,0.00049362,0.00017603,0.0001061,7.20E-05,8.03E-05,4.13E-05
527,125,TAR,5.6,0,9.8,201.44965,C,0.010791,0.010824,0.010919,0.011189,0.011526,0.011638,0.013348,0.014537,0.015812,0.016673,0.019453,0.040926,0.038493,0.022917,0.020113,0.01373,0.0092266,0.0058198,0.0037922,0.0029351,0.002009,0.0014633,0.001019,0.00057998,0.00044527,0.0003193,0.00024722,0.00017125
528,125,UNA,5.6,0,9.8,186.92826,C,0.014871,0.014893,0.014957,0.015102,0.015131,0.015503,0.016303,0.01657,0.01753,0.018646,0.019073,0.029082,0.058997,0.037947,0.056212,0.031444,0.017928,0.00935,0.0077219,0.0055562,0.0034153,0.002414,0.0021761,0.00096676,0.00063113,0.00046609,0.00041289,0.00024263
529,126,CHA,4.9,0,18,56.162716,A,0.021309,0.021449,0.022263,0.024448,0.031421,0.048876,0.056404,0.061276,0.084414,0.10075,0.069112,0.0581,0.034057,0.026796,0.015085,0.0048605,0.0036309,0.0013407,0.00065969,0.0004565,0.00029586,0.00021211,0.00017304,0.00011551,8.87E-05,5.66E-05,4.80E-05,3.29E-05
530,127,CHA,4,0,10,31.75159,A,0.0075467,0.0075953,0.0077765,0.0084175,0.010362,0.010694,0.010523,0.01456,0.018289,0.021212,0.016591,0.029133,0.017808,0.015666,0.012042,0.0086015,0.0051633,0.0017429,0.0010384,0.00056362,0.00029243,0.00017299,0.00013225,7.94E-05,6.50E-05,5.52E-05,3.58E-05,2.37E-05
531,128,CHA,5.1,0,17.6,216.55341,A,0.0013848,0.0014094,0.0015204,0.0019848,0.0029417,0.0043543,0.0046798,0.0047038,0.0050787,0.0052268,0.0041304,0.0033034,0.0017927,0.0011604,0.0010565,0.00059173,0.00025815,6.16E-05,4.28E-05,3.43E-05,2.09E-05,2.28E-05,2.04E-05,1.88E-05,1.94E-05,1.97E-05,2.03E-05,1.70E-05
532,129,CHA,4.4,0,25.5,42.711211,A,0.0035764,0.0036912,0.0041356,0.0057621,0.0090241,0.01669,0.012164,0.0099158,0.013004,0.01499,0.012225,0.0050253,0.0024571,0.0017547,0.0016702,0.00092685,0.00076497,0.00020789,0.00010952,8.10E-05,5.79E-05,4.39E-05,4.82E-05,2.99E-05,2.21E-05,1.77E-05,2.03E-05,2.22E-05
533,130,CHA,3.8,0,30,54.030708,A,0.0017272,0.0017601,0.0018697,0.0021849,0.0030009,0.0048706,0.004962,0.0051438,0.0055482,0.0066649,0.0049284,0.0046567,0.0025008,0.0024885,0.0013521,0.00074798,0.00045051,0.00020859,0.00010979,7.00E-05,3.95E-05,3.14E-05,2.72E-05,2.56E-05,3.05E-05,2.14E-05,1.75E-05,1.39E-05
534,131,CHA,5.1,0,18.4,120.35199,A,0.0050131,0.0050328,0.0050882,0.0053052,0.0056762,0.0061638,0.0080196,0.0088182,0.0094885,0.010086,0.010233,0.019814,0.01364,0.012656,0.01783,0.0064744,0.0037173,0.0015508,0.0013379,0.0010608,0.00065525,0.00052747,0.00042771,0.00022101,0.00015472,0.00011869,9.71E-05,5.07E-05
535,131,HAM,5.1,0,18.4,223.1098,B,0.0056996,0.0057062,0.0057237,0.0057473,0.0057969,0.0059033,0.0059202,0.0060846,0.0064256,0.0066132,0.0074124,0.013936,0.012297,0.016302,0.015571,0.014062,0.0089918,0.0061448,0.0034189,0.0020918,0.0016616,0.0011356,0.00072645,0.00045179,0.00030584,0.00020106,0.00014988,9.36E-05
536,131,JMU,5.1,0,18.4,103.54686,B,0.0020082,0.0020122,0.0020246,0.0020479,0.0021134,0.0022679,0.002113,0.002485,0.0024006,0.0026235,0.0027912,0.0038166,0.0041132,0.0059936,0.0064425,0.0038217,0.0021836,0.00067268,0.00062942,0.00054957,0.00057276,0.00044393,0.00051042,0.00038531,0.00029853,0.00019327,0.00012804,8.46E-05
537,132,TZP,4.4,0,48.3,30.868441,B,0.012477,0.012622,0.013134,0.015333,0.023071,0.019266,0.022427,0.029533,0.03215,0.028724,0.034448,0.030236,0.0096073,0.0041967,0.0037622,0.004479,0.0020821,0.00052001,0.00031127,0.00019243,0.00013577,9.44E-05,7.83E-05,4.72E-05,4.28E-05,3.01E-05,2.56E-05,2.15E-05
538,133,ANS,4.4,0,31,41.529409,C,0.024252,0.024358,0.024714,0.026198,0.026704,0.027407,0.028044,0.034133,0.033248,0.035941,0.035247,0.084237,0.091307,0.053046,0.034015,0.020075,0.012599,0.0038155,0.0024544,0.0013884,0.00081846,0.00062354,0.00051444,0.00031036,0.00020655,0.00014605,0.00011242,7.38E-05
539,133,DSU,4.4,0,31,61.295042,C,0.011173,0.01122,0.011359,0.01159,0.012072,0.012895,0.014206,0.015687,0.016127,0.016246,0.019827,0.042066,0.025024,0.020171,0.015638,0.01114,0.0068529,0.0024678,0.0012141,0.00072072,0.00048573,0.0002986,0.00024177,0.00014553,0.00011805,7.57E-05,5.74E-05,3.82E-05
540,133,GSK,4.4,0,31,19.413377,C,0.018981,0.019068,0.019389,0.019453,0.020917,0.021569,0.02237,0.02473,0.027309,0.028342,0.030317,0.061777,0.045604,0.033157,0.028114,0.015301,0.012204,0.003471,0.0019533,0.0014401,0.0008368,0.00058923,0.00047372,0.00029528,0.00020324,0.00016096,0.00011832,7.35E-05
541,133,KAP,4.4,0,31,68.103184,C,0.0094493,0.009467,0.0095478,0.0096729,0.010059,0.011064,0.011051,0.011977,0.011996,0.012014,0.011033,0.017555,0.022921,0.029153,0.026714,0.015073,0.0085499,0.0029074,0.001746,0.0011134,0.0006269,0.0004029,0.00031929,0.0001872,0.00013303,9.61E-05,7.42E-05,4.61E-05
542,133,KSL,4.4,0,31,99.181724,B,0.0033454,0.0033577,0.0033993,0.0036267,0.004196,0.0049637,0.0050562,0.0044861,0.0051824,0.0051807,0.0062955,0.008006,0.0074092,0.0092913,0.0091179,0.0065918,0.0046795,0.0012577,0.00056985,0.00036585,0.00026798,0.00018188,0.00014625,7.63E-05,6.10E-05,3.90E-05,3.26E-05,2.20E-05
543,133,NKD,4.4,0,31,65.878421,C,0.0089839,0.0090552,0.0092941,0.0099867,0.011338,0.014239,0.016429,0.025725,0.039847,0.039297,0.040922,0.017095,0.02189,0.01571,0.013182,0.0088696,0.0059843,0.0025189,0.0012669,0.00078336,0.00045622,0.00031934,0.0002479,0.00015087,0.00011019,7.81E-05,6.18E-05,4.10E-05
544,133,RAM,4.4,0,31,145.23923,A,0.0044001,0.0044318,0.0045394,0.0048912,0.0051278,0.0070667,0.0079165,0.0094543,0.010574,0.011605,0.012004,0.012354,0.011636,0.015019,0.0083442,0.0030354,0.0015847,0.00047701,0.00027099,0.00018742,0.00012764,9.00E-05,7.18E-05,4.11E-05,3.90E-05,2.72E-05,2.27E-05,2.20E-05
545,133,ROO,4.4,0,31,243.428,C,0.00091487,0.00091792,0.00092803,0.00094963,0.001011,0.0010264,0.001105,0.0011508,0.0012724,0.0015679,0.0017093,0.0027435,0.002988,0.0025997,0.0021511,0.0015325,0.0014367,0.00095758,0.00053462,0.00039535,0.00023663,0.00012964,0.00013035,6.32E-05,3.94E-05,4.11E-05,3.09E-05,2.38E-05
546,134,UTTA,3.5,0,11,19.620985,A,0.009305,0.0094537,0.0099092,0.011494,0.012899,0.01695,0.018375,0.028072,0.028937,0.03147,0.035874,0.015795,0.0075045,0.003366,0.0024745,0.00097946,0.00060408,0.00019465,0.00012441,9.79E-05,6.11E-05,4.01E-05,3.58E-05,2.36E-05,2.12E-05,1.92E-05,1.85E-05,1.89E-05
547,135,NAU,3.7,0,10,19.701,C,0.0082146,0.0083735,0.009001,0.013916,0.018992,0.019777,0.015241,0.014311,0.01558,0.013449,0.015711,0.016603,0.013557,0.011661,0.016168,0.0067192,0.0031174,0.0011403,0.00059969,0.00040271,0.00024504,0.00017,0.00012829,8.79E-05,5.62E-05,4.52E-05,3.76E-05,2.75E-05
548,135,TZP,3.7,0,10,46.151923,B,0.0067412,0.006888,0.0077493,0.011404,0.017991,0.015613,0.01219,0.013367,0.015802,0.012708,0.011634,0.019623,0.0088685,0.009288,0.009172,0.0084497,0.0045269,0.00091921,0.00051556,0.00033141,0.00017976,0.00012246,9.65E-05,5.89E-05,4.30E-05,3.12E-05,2.86E-05,2.15E-05
549,136,CHA,5.5,0,80,383.12745,A,0.002503,0.0025309,0.0026206,0.0027946,0.0031394,0.0044358,0.0051785,0.0053568,0.0065437,0.009503,0.009373,0.0097707,0.003307,0.0029796,0.0020738,0.00081908,0.00056962,0.00019259,0.00014705,0.0001095,5.72E-05,3.65E-05,2.96E-05,3.09E-05,3.00E-05,2.25E-05,2.20E-05,2.07E-05
550,136,IGN,5.5,0,80,813.15037,A,0.0020453,0.0020772,0.0021896,0.0024035,0.0029334,0.0036691,0.005292,0.0062395,0.0046203,0.0040253,0.0040434,0.0052848,0.0026186,0.0022716,0.0017473,0.00087369,0.00047513,0.00017974,0.00015128,8.33E-05,5.68E-05,5.87E-05,4.21E-05,4.76E-05,4.31E-05,3.48E-05,3.44E-05,3.32E-05
551,136,VCD,5.5,0,80,802.50098,C,0.0015067,0.0015407,0.0016608,0.0018848,0.0036214,0.0047426,0.0036731,0.0048516,0.0038638,0.0039088,0.0038226,0.0030851,0.0017058,0.0018232,0.0017075,0.00048896,0.00025959,9.73E-05,4.64E-05,3.97E-05,3.27E-05,2.70E-05,2.50E-05,2.69E-05,2.73E-05,2.20E-05,2.41E-05,1.95E-05
552,136,DLU,5.5,0,80,791.00287,C,0.0013273,0.0013448,0.0014072,0.0019748,0.0024943,0.0029948,0.0040608,0.00319,0.0032979,0.0030958,0.0033209,0.0024363,0.0023375,0.0028263,0.0026078,0.0010233,0.00058777,0.00018865,8.47E-05,6.30E-05,4.06E-05,2.80E-05,2.63E-05,3.16E-05,2.63E-05,2.58E-05,2.85E-05,2.56E-05
553,137,BAR,5.5,0,20,249.2483,C,0.0041097,0.0041309,0.0042101,0.0044644,0.0050342,0.0064323,0.0091044,0.008917,0.0090995,0.0085464,0.0086127,0.011962,0.016342,0.011606,0.0080542,0.0044545,0.0039594,0.0032603,0.0017714,0.0013892,0.00097412,0.000506,0.00032852,0.00026246,0.00028215,0.00024857,0.00017099,9.54E-05
554,137,LKH,5.5,0,20,99,C,0.0029575,0.0029783,0.0030433,0.0032019,0.0034854,0.0036513,0.0047707,0.0070555,0.0056641,0.0070788,0.0079505,0.0061973,0.0074478,0.0072698,0.0047314,0.0025887,0.0015635,0.00085803,0.00062874,0.00067384,0.00076652,0.00079539,0.00083104,0.00070363,0.00054127,0.00029114,0.00024334,0.00011058
555,138,CHA,4.9,0,10,128.45636,A,0.001489,0.0015019,0.0015418,0.001612,0.0019206,0.0026414,0.0028773,0.0035244,0.0044877,0.0038964,0.0034557,0.0044851,0.00538,0.0028087,0.0025734,0.002256,0.0011927,0.00037674,0.00016035,0.00011887,6.52E-05,5.25E-05,3.82E-05,2.61E-05,2.65E-05,2.67E-05,2.40E-05,1.88E-05
575,141,NAU,4.6,0,10,96.504513,C,0.0064477,0.0064789,0.0065733,0.0066803,0.0075852,0.0077409,0.0087079,0.010159,0.015193,0.019376,0.020328,0.011994,0.011014,0.010139,0.011865,0.0078313,0.0034637,0.0014681,0.0010524,0.0006257,0.00038103,0.00026523,0.00021158,0.00011468,7.61E-05,5.40E-05,4.58E-05,3.07E-05
576,141,TZP,4.6,0,10,71.032709,B,0.0084258,0.008482,0.0086799,0.0093514,0.012336,0.013342,0.011595,0.012205,0.01426,0.014881,0.016608,0.029264,0.0099827,0.01158,0.013138,0.015841,0.0067765,0.0014657,0.00082976,0.00056328,0.00032321,0.00022139,0.00017233,0.00010338,6.90E-05,4.97E-05,4.00E-05,2.99E-05
577,142,NAU,4.1,0,33,29.448259,C,0.012419,0.012745,0.013992,0.016493,0.022486,0.032915,0.026056,0.024251,0.020498,0.02192,0.020923,0.023473,0.021301,0.015534,0.01384,0.0065853,0.0045667,0.0017654,0.00077664,0.00050734,0.00029257,0.00020389,0.00016583,0.00010005,7.06E-05,5.12E-05,4.19E-05,3.10E-05
578,142,TZP,4.1,0,33,46.374777,B,0.0049159,0.0049996,0.0054126,0.0078749,0.0082581,0.0093255,0.012177,0.014103,0.012346,0.011805,0.012072,0.011962,0.0060382,0.0070807,0.0075731,0.0079106,0.0042997,0.00089348,0.0005076,0.00032969,0.00019611,0.00013412,9.81E-05,6.98E-05,4.63E-05,3.39E-05,2.86E-05,2.83E-05
579,143,CHA,4.1,0,10,39.550298,A,0.0056917,0.0057909,0.0061476,0.0079481,0.012185,0.01228,0.012444,0.017964,0.021448,0.016445,0.015694,0.013879,0.0063946,0.0033925,0.0024994,0.00111,0.00057496,0.00021713,0.00012539,8.37E-05,7.03E-05,4.90E-05,3.65E-05,3.19E-05,3.28E-05,2.92E-05,2.18E-05,2.10E-05
580,143,DSL,4.1,0,10,21.089948,B,0.0053121,0.0053696,0.0056283,0.0065216,0.0089861,0.0096223,0.0084449,0.011546,0.012824,0.011958,0.01092,0.014408,0.01343,0.0088431,0.0076852,0.0045608,0.0033446,0.0011212,0.00077864,0.00049384,0.00028682,0.00019885,0.00015729,0.00011586,6.19E-05,3.90E-05,3.33E-05,2.63E-05
581,144,CHA,4.7,0,10,45.086242,A,0.0079366,0.0080125,0.0082691,0.0095633,0.010429,0.015959,0.020506,0.020558,0.029611,0.0344,0.027295,0.022394,0.01766,0.014312,0.014479,0.0052646,0.0033278,0.00098973,0.00058086,0.00043254,0.00029861,0.00026001,0.00021574,0.00014067,9.36E-05,6.02E-05,5.96E-05,3.47E-05
582,144,DSL,4.7,0,10,19.523251,B,0.051254,0.051508,0.05254,0.052763,0.060385,0.068404,0.080541,0.082875,0.10187,0.12225,0.13484,0.12395,0.1246,0.077522,0.064084,0.04627,0.037878,0.025269,0.016416,0.010119,0.0062722,0.0037588,0.002887,0.0017819,0.0012143,0.00090539,0.00068874,0.00043276
584,146,ALB,7.8,0,8.2,324.70201,B,0.0059202,0.0059358,0.0060913,0.0071865,0.0079834,0.009263,0.011591,0.013045,0.013018,0.013536,0.015548,0.015939,0.013645,0.012032,0.011657,0.0083788,0.0078885,0.00927,0.0069677,0.0070788,0.0073058,0.0038212,0.0035355,0.0041156,0.0037861,0.0029722,0.0025364,0.0020481
585,146,VNS,7.8,0,8.2,246.76576,C,0.020308,0.020454,0.02047,0.020992,0.021008,0.022552,0.023696,0.026776,0.028094,0.028614,0.036513,0.062736,0.069752,0.062166,0.047578,0.039291,0.050024,0.021005,0.015729,0.014354,0.011019,0.0068238,0.0060727,0.0081269,0.010985,0.0068189,0.0053425,0.0034416
586,146,BRP,7.8,0,8.2,182.91188,B,0.032378,0.032478,0.032644,0.033721,0.034573,0.035248,0.036453,0.039867,0.044481,0.049066,0.05494,0.071627,0.099691,0.11613,0.10879,0.098942,0.09401,0.060807,0.046856,0.035307,0.032003,0.021832,0.026015,0.019408,0.01385,0.011444,0.010911,0.011276
587,146,GDA,7.8,0,8.2,172.63986,C,0.040313,0.040306,0.040523,0.040542,0.041186,0.045049,0.043557,0.048524,0.050986,0.048741,0.054951,0.092292,0.078474,0.084267,0.091238,0.069952,0.089629,0.092302,0.067283,0.059958,0.043033,0.030773,0.027045,0.019721,0.019055,0.010799,0.010071,0.0074152
588,146,FZB,7.8,0,8.2,197.74807,C,0.03116,0.03121,0.031343,0.031898,0.031912,0.032893,0.034147,0.037777,0.042764,0.048589,0.045514,0.081647,0.10611,0.094526,0.081479,0.085269,0.075171,0.053831,0.052265,0.036772,0.037794,0.028332,0.019312,0.02025,0.01346,0.010623,0.0093035,0.0072
589,146,AMT,7.8,0,8.2,269.71083,B,0.016165,0.016226,0.016251,0.016383,0.017147,0.018284,0.01948,0.022869,0.022763,0.024293,0.024125,0.045119,0.042992,0.04309,0.041534,0.031561,0.029548,0.028208,0.028417,0.029274,0.032457,0.018503,0.012264,0.0097995,0.010883,0.0098475,0.015132,0.0060733
590,146,RAT,7.8,0,8.2,484.99162,A,0.011484,0.011504,0.011725,0.012752,0.013652,0.014368,0.015913,0.018179,0.018591,0.019685,0.020879,0.036354,0.032193,0.015086,0.012288,0.01646,0.03583,0.011221,0.0062228,0.0048624,0.0048015,0.0034746,0.0036677,0.0028919,0.0024962,0.0017493,0.0011475,0.0010522
591,146,NAR,7.8,0,8.2,542.32626,C,0.0074388,0.0074331,0.0074739,0.0075286,0.0078281,0.0081442,0.0089705,0.0089335,0.0095488,0.010484,0.011829,0.022574,0.026438,0.020713,0.022548,0.023195,0.021901,0.01437,0.013236,0.008861,0.0080666,0.0073681,0.0072624,0.0033929,0.0034022,0.0037998,0.0044757,0.0024474
592,146,PHN,7.8,0,8.2,369.35791,C,0.0096105,0.0096085,0.0096701,0.00975,0.0098975,0.01062,0.010794,0.010551,0.012497,0.012615,0.013154,0.023628,0.026024,0.020404,0.025501,0.018729,0.024797,0.013641,0.014017,0.010069,0.011808,0.0067551,0.0065439,0.0056743,0.0037921,0.0027261,0.0034651,0.0045958
593,146,BSR,7.8,0,8.2,408.59506,C,0.0076908,0.0077181,0.0077837,0.0077918,0.0078115,0.0080051,0.008231,0.0084102,0.0091711,0.0095746,0.0098179,0.015406,0.016671,0.023486,0.02413,0.018828,0.015971,0.014437,0.011138,0.010033,0.010051,0.0086152,0.0070097,0.0071719,0.0080626,0.0055081,0.0050298,0.0050737
594,146,ALM,7.8,0,8.2,474.49653,C,0.0046964,0.004747,0.0049163,0.0050974,0.0056666,0.0067671,0.0080841,0.0080859,0.0084663,0.0095207,0.012299,0.0156,0.014138,0.014373,0.010312,0.0081232,0.0056271,0.0035837,0.0025018,0.002,0.0019497,0.0015559,0.0013126,0.0012713,0.00093751,0.0006863,0.00061649,0.00073633
595,146,TDR,7.8,0,8.2,521.69084,C,0.0057834,0.0059044,0.0057507,0.0058394,0.0060784,0.0059281,0.0062324,0.0067121,0.0070272,0.0070469,0.0084569,0.011587,0.015026,0.01302,0.013404,0.014137,0.011015,0.0085502,0.0092278,0.0073408,0.01045,0.0077195,0.0067765,0.0049437,0.0053042,0.0043696,0.0051121,0.0035823
596,146,MRT,7.8,0,8.2,636.14059,C,0.0041285,0.0041294,0.0042269,0.0042472,0.0043356,0.0048304,0.0047503,0.0052191,0.0049832,0.0052354,0.0054932,0.011557,0.012442,0.013907,0.013021,0.0088504,0.0075715,0.0050362,0.0057625,0.0056988,0.0054455,0.0059994,0.0041936,0.0022693,0.0023084,0.0024492,0.0029865,0.0027088
597,146,HDR,7.8,0,8.2,624.03398,C,0.004295,0.0042798,0.0043494,0.0044859,0.0046889,0.0046876,0.0050022,0.0050814,0.0055497,0.0065149,0.0075401,0.01307,0.014135,0.014151,0.012449,0.010464,0.010448,0.0071952,0.006074,0.0044903,0.0044061,0.0036223,0.0038491,0.0034238,0.0023356,0.0020095,0.0018881,0.0023531
598,146,RPG,7.8,0,8.2,555.88197,C,0.0027814,0.0028201,0.0027989,0.0029123,0.0032005,0.0032405,0.0035485,0.0041828,0.0043562,0.0049726,0.005481,0.0080153,0.0083105,0.0079711,0.007414,0.0061911,0.0074389,0.0031895,0.0036863,0.0033184,0.0024806,0.0024683,0.001964,0.0011195,0.0010963,0.00087663,0.00077331,0.00060003
599,146,CDG,7.8,0,8.2,766.6039,B,0.0028797,0.0028902,0.0029285,0.0029693,0.0029775,0.0029234,0.0028888,0.0031263,0.0031931,0.0035157,0.0036932,0.0040011,0.0060141,0.0055066,0.0055264,0.0059402,0.0057084,0.0052002,0.0051166,0.0046966,0.0062174,0.0052579,0.0048854,0.0041749,0.0035925,0.0028999,0.0026963,0.002075
600,146,HSR,7.8,0,8.2,830.60099,C,0.002326,0.0023295,0.0023843,0.002644,0.0023546,0.0026197,0.0026848,0.0033591,0.0032156,0.0033748,0.003699,0.0076619,0.0053686,0.0048617,0.0045968,0.0043523,0.0052416,0.004405,0.0020495,0.0016466,0.0023434,0.0033052,0.004074,0.0019127,0.0013361,0.0010041,0.0007194,0.00061702
601,146,BAG,7.8,0,8.2,37.442538,B,0.051574,0.053103,0.052855,0.053319,0.059001,0.062762,0.054726,0.055586,0.056307,0.056548,0.054502,0.070341,0.092857,0.11841,0.15344,0.20058,0.14424,0.12862,0.13043,0.09607,0.081309,0.069078,0.065086,0.066592,0.046287,0.036928,0.036112,0.042635
602,146,HAR,7.8,0,8.2,373.23212,C,0.0083767,0.0084991,0.0084125,0.0084342,0.0084491,0.0085432,0.0085232,0.0086382,0.008701,0.0088852,0.0087835,0.010515,0.012087,0.016107,0.019899,0.017885,0.018533,0.021951,0.020837,0.02776,0.018033,0.015077,0.016708,0.013745,0.012805,0.0096773,0.0081991,0.0065549
603,146,JAU,7.8,0,8.2,236.71801,C,0.021324,0.02125,0.021478,0.021466,0.021767,0.021672,0.021536,0.021719,0.022002,0.022322,0.0234,0.029065,0.039765,0.058067,0.062462,0.051736,0.056337,0.051214,0.042107,0.038863,0.042324,0.029259,0.032602,0.023826,0.020789,0.013371,0.01165,0.010409
604,146,KSN,7.8,0,8.2,246.8949,B,0.041336,0.041718,0.041514,0.041416,0.0415,0.041551,0.041683,0.041878,0.042147,0.041413,0.042531,0.044994,0.044307,0.049717,0.062351,0.10242,0.096032,0.086701,0.09681,0.095738,0.079147,0.072152,0.060141,0.066529,0.071479,0.069659,0.077653,0.060828
605,146,LAK,7.8,0,8.2,309.44947,B,0.012974,0.013085,0.013508,0.013698,0.013177,0.01323,0.01324,0.01322,0.013539,0.013434,0.014078,0.01599,0.023603,0.027183,0.034423,0.032264,0.030265,0.028328,0.029524,0.022099,0.018475,0.01818,0.013621,0.013039,0.011279,0.011768,0.013463,0.010932
606,146,LEH,7.8,0,8.2,297.69068,B,0.013986,0.015904,0.014043,0.01394,0.014166,0.014136,0.013989,0.014332,0.014868,0.014951,0.015122,0.017593,0.022659,0.028282,0.030452,0.02496,0.041399,0.029635,0.039286,0.027343,0.020515,0.01504,0.014005,0.016003,0.011247,0.010524,0.010604,0.0089273
607,146,MAH,7.8,0,8.2,59.114661,B,0.057074,0.057344,0.057594,0.05738,0.057826,0.057633,0.057782,0.058254,0.058686,0.05894,0.059365,0.063521,0.067451,0.080484,0.081542,0.099574,0.1428,0.11111,0.097628,0.10451,0.078605,0.085176,0.092995,0.080279,0.083714,0.054373,0.03646,0.039516
608,146,MTR,7.8,0,8.2,57.287208,C,0.083454,0.083444,0.083857,0.083429,0.08344,0.084325,0.084347,0.084939,0.085701,0.087396,0.088308,0.084014,0.10216,0.11711,0.11965,0.19671,0.19897,0.17216,0.21128,0.18068,0.15495,0.13309,0.10617,0.095959,0.062487,0.053632,0.040718,0.047339
609,146,PTA,7.8,0,8.2,151.4496,C,0.038216,0.038649,0.038395,0.038368,0.038633,0.039098,0.039083,0.039232,0.039723,0.039652,0.040697,0.042106,0.052019,0.049992,0.061973,0.087012,0.07764,0.10353,0.086827,0.08585,0.063153,0.064831,0.057549,0.036861,0.033793,0.020459,0.01582,0.018505
610,146,UTR,7.8,0,8.2,150.18852,B,0.036569,0.036606,0.036663,0.036741,0.0369,0.03671,0.037271,0.037707,0.038226,0.038866,0.038823,0.041245,0.047267,0.060146,0.061899,0.083904,0.11402,0.12103,0.078623,0.067764,0.066306,0.061294,0.064399,0.042613,0.044867,0.031024,0.031721,0.022221
611,146,KTP,7.8,0,8.2,2.3124354,B,0.20203,0.20641,0.2092,0.24211,0.23301,0.24993,0.2324,0.23794,0.24627,0.27715,0.26555,0.41104,0.56808,0.73092,0.55885,0.35669,0.25279,0.20645,0.14482,0.13086,0.11855,0.09495,0.09791,0.088476,0.082539,0.082922,0.086266,0.07467
612,146,PTN,7.8,0,8.2,5.1192699,C,0.17117,0.17262,0.17633,0.17937,0.19284,0.18753,0.18384,0.18603,0.18777,0.194,0.20927,0.26092,0.28012,0.31761,0.32057,0.33721,0.313,0.25225,0.26326,0.27748,0.34705,0.28394,0.22957,0.20771,0.24501,0.28835,0.28364,0.21669
613,146,THM,7.8,0,8.2,1.295298,C,0.15908,0.16259,0.16242,0.1734,0.17983,0.18291,0.17464,0.18191,0.17302,0.16713,0.16605,0.17912,0.16666,0.18271,0.20717,0.25238,0.24351,0.26024,0.29875,0.35941,0.2894,0.25133,0.26269,0.18895,0.23636,0.37664,0.54269,0.34159
