RSN,EQID,Station_Code,Magnitude,Fault_Mechanisc,depth,Joyner_Boore_Rjb,Soil_site_class,PGA,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.060S,T0.070S,T0.080S,T0.090S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.800S,T1.000S,T1.200S,T1.500S,T1.800S,T2.000S,T2.500S,T3.000S,T3.500S,T4.000S,T5.000S
371,75,CHM,5.6,0,17.4,168.21462,A,0.014155,0.014168,0.014195,0.014293,0.014394,0.014686,0.014799,0.01514,0.015525,0.016028,0.018053,0.022827,0.030036,0.029917,0.038831,0.043846,0.043586,0.036458,0.019838,0.013611,0.0076633,0.0043521,0.0033735,0.0016517,0.00097691,0.0006764,0.0004879,0.0003024
372,75,CHP,5.6,0,17.4,71.4,A,0.023394,0.023457,0.023618,0.024345,0.024864,0.026067,0.028666,0.030118,0.031941,0.041495,0.05664,0.09626,0.079228,0.052053,0.029949,0.017484,0.0095305,0.0050703,0.0034305,0.0025029,0.0015417,0.001533,0.00098475,0.00052553,0.00038166,0.00027035,0.00021007,0.00015379
373,75,DDH,5.6,0,17.4,48.85,A,0.017963,0.018034,0.01826,0.019222,0.020192,0.025142,0.026568,0.032324,0.039868,0.033616,0.032199,0.036211,0.03855,0.045186,0.046063,0.042748,0.031586,0.012638,0.01045,0.0068212,0.0040065,0.0019077,0.0017015,0.0010303,0.00056971,0.00041407,0.00029225,0.00018531
374,75,DEH,5.6,0,17.4,276.45198,C,0.0032736,0.0032788,0.0032964,0.0033197,0.0033021,0.0034349,0.0034149,0.0036218,0.0038961,0.0040071,0.0042935,0.007709,0.0083584,0.013044,0.01414,0.010013,0.0065996,0.0027443,0.0018772,0.00125,0.00097234,0.00073769,0.00064821,0.00038468,0.00018556,0.00015077,0.00010529,5.99E-05
375,75,DNL,5.6,0,17.4,261.75713,A,0.0073895,0.0073973,0.0074221,0.0074524,0.0074952,0.0076594,0.0076404,0.0079518,0.0083741,0.0085482,0.0084829,0.012258,0.021771,0.019503,0.018602,0.025693,0.03291,0.0069597,0.0035504,0.0020398,0.0011792,0.00085186,0.00065815,0.0003173,0.00026848,0.00020059,0.0001316,7.94E-05
376,75,DRC,5.6,0,17.4,33.92,A,0.13561,0.13622,0.13867,0.14753,0.14629,0.16319,0.2288,0.19944,0.23718,0.21586,0.24144,0.30943,0.32021,0.37662,0.26928,0.21676,0.14116,0.053634,0.031269,0.019606,0.01084,0.0068897,0.0051634,0.0031017,0.002028,0.0014554,0.0011236,0.00073333
377,75,GAR,5.6,0,17.4,153.92822,A,0.019863,0.019898,0.020021,0.020315,0.020733,0.021639,0.023027,0.022166,0.025196,0.029428,0.034619,0.061369,0.055155,0.052182,0.050945,0.073099,0.048538,0.012912,0.0072853,0.0044009,0.0028713,0.0019318,0.001595,0.00092958,0.0005343,0.00035566,0.0002851,0.0001759
378,75,JSH,5.6,0,17.4,158.99942,A,0.010733,0.010751,0.010814,0.010931,0.010946,0.011539,0.011863,0.01226,0.012587,0.015219,0.016323,0.025964,0.023239,0.029642,0.025687,0.020707,0.017014,0.012434,0.0075427,0.0051326,0.002768,0.0018985,0.0015631,0.0008469,0.00050112,0.00032955,0.00021689,0.00013118
379,75,KHA,5.6,0,17.4,110.79866,C,0.023771,0.023807,0.023906,0.024247,0.025019,0.024997,0.026451,0.027651,0.031592,0.035195,0.037287,0.069302,0.061777,0.06298,0.06837,0.074223,0.041937,0.013173,0.0069128,0.006254,0.004002,0.0029028,0.0026229,0.0017672,0.0015099,0.00092477,0.00056172,0.00042613
380,75,KOT,5.6,0,17.4,220.4413,B,0.0051625,0.0051935,0.005296,0.0053915,0.0058545,0.0062689,0.0063735,0.00766,0.0086675,0.010248,0.014209,0.015926,0.012282,0.010145,0.0088975,0.0057403,0.0053538,0.0050123,0.0038923,0.0025556,0.0029547,0.0019454,0.0018401,0.00080905,0.00045442,0.00033216,0.00026227,0.00016661
381,75,KSH,5.6,0,17.4,183.74604,C,0.0097753,0.0098078,0.0099234,0.010145,0.010506,0.010505,0.01187,0.015254,0.019063,0.021026,0.022912,0.024337,0.029895,0.022404,0.026718,0.013483,0.011264,0.0083567,0.0065996,0.0071752,0.0041358,0.0033001,0.0025506,0.0017047,0.0013997,0.0010803,0.00060949,0.00035174
382,75,LDR,5.6,0,17.4,367.13435,C,0.0018094,0.0018133,0.0018335,0.0018598,0.0019099,0.0020302,0.0021262,0.0023441,0.0029017,0.0029589,0.0028916,0.0048965,0.0053831,0.0066399,0.0061122,0.0049186,0.0044995,0.0044454,0.0036297,0.0014543,0.00085392,0.00046313,0.00037019,0.00020356,0.0001804,0.00011749,8.68E-05,5.60E-05
383,75,MUN,5.6,0,17.4,71.91,A,0.022243,0.022344,0.022802,0.024349,0.025918,0.02913,0.039202,0.043624,0.046843,0.059855,0.055654,0.069892,0.065133,0.044141,0.049359,0.035328,0.021142,0.014301,0.0071403,0.0050138,0.0025246,0.001377,0.00097032,0.00060071,0.00043587,0.0003343,0.00027489,0.00016227
384,75,PTH,5.6,0,17.4,54.39,A,0.061699,0.062199,0.063783,0.068223,0.069537,0.076922,0.081567,0.10977,0.1292,0.17686,0.24534,0.25336,0.15866,0.10335,0.044474,0.022511,0.012586,0.0073457,0.0056017,0.0037864,0.0019162,0.0013227,0.0010007,0.00066515,0.00049615,0.00031679,0.0002443,0.0001479
385,75,PTI,5.6,0,17.4,83.79,A,0.0065736,0.0066248,0.0067909,0.0071598,0.0083914,0.0096133,0.011251,0.011245,0.012899,0.014891,0.015972,0.018893,0.026496,0.019581,0.016932,0.015354,0.011763,0.0045354,0.0026616,0.002457,0.0017416,0.0017966,0.0012946,0.00062888,0.00036024,0.00025046,0.00017772,0.00011762
386,75,ROO,5.6,0,17.4,281.10289,C,0.0041541,0.00416,0.004177,0.0042098,0.0042626,0.0042953,0.0043991,0.0045324,0.0048355,0.0052826,0.0054219,0.0090563,0.014433,0.010898,0.013581,0.0084883,0.008895,0.005198,0.0030935,0.0027974,0.0017685,0.0014858,0.00095123,0.00092579,0.00046994,0.00039628,0.00030779,0.00021275
387,75,RUD,5.6,0,17.4,190.45883,A,0.0070444,0.0070551,0.0070808,0.007233,0.0075269,0.0082339,0.0088554,0.0090595,0.010174,0.010538,0.01239,0.017494,0.018797,0.020983,0.020756,0.01825,0.0094702,0.0041139,0.0022083,0.0015491,0.0008656,0.00069828,0.00055342,0.0003526,0.00023083,0.00014784,0.00010394,7.66E-05
388,75,SND,5.6,0,17.4,428.13035,A,0.0026842,0.0026902,0.0027204,0.0027986,0.0027337,0.0027397,0.0027242,0.0028187,0.0028976,0.0030562,0.0030925,0.0040878,0.0066515,0.0071651,0.0083617,0.0067115,0.0051323,0.0032039,0.0023755,0.0016897,0.00089596,0.00062985,0.00041631,0.00021685,0.00012911,0.00010392,7.55E-05,4.32E-05
389,75,TAN,5.6,0,17.4,85.75,C,0.011845,0.01189,0.012046,0.012265,0.013008,0.015652,0.016465,0.018068,0.019211,0.020544,0.023517,0.05206,0.039729,0.024269,0.019874,0.012487,0.0096196,0.0072437,0.0056179,0.0040331,0.0039643,0.0042742,0.0048351,0.0022175,0.0010757,0.00067713,0.00060778,0.00033435
390,75,TEH,5.6,0,17.4,243.10676,A,0.0063244,0.0063383,0.0063787,0.006455,0.0065715,0.0066204,0.0069546,0.0078207,0.0082379,0.0085529,0.0089197,0.016388,0.022919,0.014645,0.017868,0.014947,0.014154,0.0046025,0.003164,0.002045,0.0012856,0.00089536,0.00073161,0.00045153,0.00025491,0.00015966,9.69E-05,6.54E-05
391,75,UDH,5.6,0,17.4,151.51386,C,0.0096072,0.0096273,0.0096885,0.0097485,0.0099224,0.010082,0.0105,0.012559,0.014283,0.014665,0.016645,0.023891,0.027377,0.028709,0.032003,0.021376,0.015252,0.007967,0.007178,0.0069408,0.0055327,0.0050756,0.0047791,0.0026966,0.0020149,0.0010846,0.00080935,0.00052782
392,76,MUN,4.6,0,23,21.63536,A,0.007538,0.0076596,0.0080938,0.011099,0.012145,0.01582,0.01949,0.018562,0.017672,0.022208,0.023356,0.015109,0.0082436,0.0067685,0.0066297,0.0053567,0.0029633,0.0014193,0.00087367,0.00056885,0.00041318,0.00030311,0.00020099,0.00019514,0.00011379,0.00011785,0.00010524,4.78E-05
393,77,DJL,4.8,0,26,56.366053,A,0.010172,0.010201,0.010331,0.010585,0.010319,0.011559,0.014364,0.015915,0.024997,0.031271,0.028689,0.031823,0.020411,0.0289,0.026352,0.022437,0.012752,0.0036158,0.0022815,0.0012865,0.00071072,0.00055364,0.00046019,0.00026189,0.00016431,0.00011566,9.25E-05,6.21E-05
394,77,GTK,4.8,0,26,64.075587,A,0.0061967,0.0062416,0.0063936,0.0068279,0.0079867,0.011012,0.012919,0.016371,0.01793,0.019319,0.018527,0.02025,0.010677,0.011956,0.0067371,0.0041257,0.0033294,0.0016284,0.0012413,0.00073118,0.00053949,0.00031059,0.00020346,0.00012692,8.83E-05,7.15E-05,5.02E-05,3.11E-05
395,77,KSN,4.8,0,26,156.09013,C,0.0054657,0.0054826,0.0055413,0.0057694,0.0061861,0.005863,0.0064168,0.0071488,0.0070192,0.0075019,0.0087782,0.014522,0.016177,0.024917,0.012036,0.0077292,0.0046371,0.0023807,0.0020728,0.0012783,0.0008149,0.00056344,0.00044949,0.00021678,0.00015967,0.00010915,7.95E-05,4.51E-05
396,77,SLG,4.8,0,26,97.392511,C,0.013574,0.01368,0.01401,0.014583,0.015322,0.016802,0.022761,0.026455,0.032948,0.040689,0.038442,0.049626,0.018687,0.015938,0.01113,0.011544,0.0072867,0.0015386,0.0012475,0.0011414,0.00088088,0.00059785,0.00048504,0.00025565,0.00019762,0.00014437,0.00010131,5.56E-05
397,78,KAP,3.7,0,10,136.9744,A,0.022088,0.022418,0.023751,0.026622,0.02927,0.033531,0.050122,0.052213,0.045981,0.032611,0.038531,0.073696,0.060393,0.028969,0.016029,0.0066254,0.0037794,0.0012202,0.00073293,0.00049007,0.0003062,0.00021167,0.00016516,0.00011803,8.01E-05,5.84E-05,4.13E-05,2.59E-05
398,78,MUN,3.7,0,10,60.825605,A,0.01189,0.012104,0.012951,0.016189,0.027479,0.02301,0.02394,0.026409,0.031099,0.03543,0.045064,0.014211,0.0070365,0.0038779,0.002261,0.0014098,0.00078997,0.00028679,0.00017632,0.0001029,6.60E-05,4.90E-05,4.71E-05,4.46E-05,4.95E-05,5.05E-05,3.84E-05,5.19E-05
399,79,ALM,4.8,0,26.6,103.54847,A,0.0040077,0.0040202,0.0040629,0.004068,0.0041329,0.0046819,0.0049076,0.0047862,0.0055679,0.0057503,0.0061228,0.0087429,0.010589,0.011317,0.0099849,0.0061181,0.0043126,0.0012774,0.00057085,0.00039524,0.00022031,0.0001507,0.00011733,7.47E-05,4.86E-05,3.63E-05,2.70E-05,2.05E-05
400,79,BAR,4.8,0,26.6,119.18848,A,0.0060657,0.0060803,0.0061331,0.0061774,0.0063638,0.0066926,0.0071501,0.0075179,0.008319,0.0097711,0.011199,0.024724,0.023011,0.019426,0.014763,0.0083279,0.0051115,0.0011064,0.00068754,0.00043416,0.00020983,0.00014719,0.00010616,6.99E-05,4.78E-05,4.20E-05,3.51E-05,3.24E-05
401,79,CHP,4.8,0,26.6,146.11608,A,0.0015759,0.0015834,0.0016057,0.0016616,0.0017237,0.0019137,0.0021373,0.0022663,0.0025974,0.0030889,0.004112,0.0047614,0.0053745,0.0030706,0.003676,0.0017383,0.0015886,0.00046343,0.00030728,0.00018514,0.0001214,7.14E-05,5.33E-05,4.01E-05,3.19E-05,2.90E-05,2.40E-05,2.07E-05
402,79,CKR,4.8,0,26.6,144.9468,B,0.0025683,0.00258,0.0026217,0.0027202,0.0026748,0.0028866,0.0030557,0.0035153,0.0040078,0.0046192,0.0050957,0.010432,0.010099,0.0089362,0.0060422,0.0029313,0.0026569,0.00078854,0.00054297,0.00030184,0.00015599,9.87E-05,7.80E-05,4.83E-05,3.32E-05,3.04E-05,3.08E-05,2.44E-05
403,79,CMO,4.8,0,26.6,12.434251,A,0.041725,0.041877,0.042348,0.04437,0.046478,0.047011,0.053382,0.059223,0.064217,0.077271,0.085344,0.078143,0.1235,0.13818,0.093303,0.040295,0.047281,0.045483,0.023385,0.014434,0.006362,0.0039993,0.0033506,0.0019057,0.0011764,0.00081554,0.00059076,0.00036027
404,79,DEH,4.8,0,26.6,131.95209,C,0.0034585,0.0034688,0.0034999,0.0036079,0.0036816,0.003856,0.0040088,0.0045116,0.0046508,0.0049365,0.0061395,0.0090239,0.010724,0.014885,0.012733,0.00807,0.0047047,0.001103,0.00066956,0.00053888,0.00037098,0.00023559,0.00017297,9.24E-05,6.17E-05,4.96E-05,3.91E-05,2.98E-05
405,79,DNL,4.8,0,26.6,111.13703,A,0.0099087,0.0099271,0.0099886,0.010115,0.010087,0.010533,0.011317,0.012244,0.011924,0.011972,0.014496,0.022111,0.020801,0.026748,0.020503,0.030434,0.017474,0.0054048,0.0026259,0.001568,0.00087998,0.00053277,0.00040212,0.00026234,0.000181,0.00012804,0.00010068,6.16E-05
406,79,GAR,4.8,0,26.6,51.078249,A,0.0063669,0.0064144,0.0065682,0.0070169,0.007674,0.0087076,0.0098071,0.011446,0.012391,0.015673,0.016844,0.021172,0.024098,0.020661,0.013184,0.0051967,0.0038049,0.0016825,0.0012113,0.00091226,0.00047894,0.00026693,0.00019947,0.00010523,6.97E-05,4.97E-05,3.73E-05,2.96E-05
407,79,RIS,4.8,0,26.6,115.79358,C,0.005687,0.0056937,0.0057212,0.0057848,0.00583,0.0060509,0.0061353,0.0065098,0.0067199,0.0072284,0.0082388,0.013643,0.019183,0.023802,0.02193,0.013956,0.012194,0.0040636,0.0018577,0.0010427,0.00065077,0.0004234,0.00034341,0.00018992,0.00012339,9.33E-05,6.91E-05,3.95E-05
408,79,ROO,4.8,0,26.6,160.82296,C,0.0019926,0.001999,0.0020178,0.0020493,0.0021124,0.002273,0.0023364,0.0027973,0.0028105,0.0033815,0.0040655,0.0074751,0.0087619,0.0075102,0.0053107,0.0044242,0.0031893,0.0021064,0.00085531,0.00049969,0.00044481,0.00040411,0.00036366,0.00012317,7.26E-05,5.84E-05,4.11E-05,2.68E-05
409,79,TEH,4.8,0,26.6,94.105505,A,0.0078432,0.0078704,0.0079418,0.0082733,0.0088462,0.009284,0.010626,0.013654,0.015534,0.015383,0.015934,0.022108,0.022099,0.023813,0.020309,0.020652,0.0095659,0.0024965,0.00097812,0.00077937,0.00046236,0.00028617,0.00021437,0.00011485,7.64E-05,6.79E-05,4.87E-05,3.21E-05
410,79,UDH,4.8,0,26.6,167.13027,C,0.0016742,0.0016794,0.0016966,0.0017284,0.0017875,0.0018643,0.0019283,0.0019886,0.0021858,0.0022416,0.0023967,0.0050802,0.0035059,0.0050124,0.0048509,0.0035362,0.0022124,0.0013717,0.00095417,0.00069415,0.00047237,0.00027239,0.00022819,0.00016162,9.10E-05,6.40E-05,4.32E-05,3.49E-05
411,79,VIK,4.8,0,26.6,157.86637,C,0.0022287,0.0022368,0.0022682,0.0023081,0.0024451,0.002736,0.0028915,0.0041507,0.004872,0.00401,0.0051255,0.0070906,0.0062679,0.0069357,0.0055188,0.0040267,0.0024608,0.00075801,0.0004328,0.00028498,0.00020782,0.00015586,0.00010091,5.62E-05,4.01E-05,3.15E-05,2.94E-05,2.28E-05
412,80,DHA,4,0,23,10.373485,A,0.011127,0.011484,0.013097,0.019821,0.019832,0.02039,0.026876,0.024071,0.029178,0.035782,0.037322,0.021309,0.012581,0.0076533,0.0066228,0.0024625,0.0013481,0.00045725,0.00027977,0.00018564,0.00011495,7.48E-05,6.49E-05,4.06E-05,3.91E-05,2.45E-05,2.94E-05,2.29E-05
413,81,SAL,4.4,0,21,66.488042,A,0.005375,0.0053847,0.005424,0.0054953,0.0056646,0.0057235,0.0060838,0.0062977,0.0071123,0.0079243,0.0076747,0.013057,0.02058,0.020379,0.013282,0.0076633,0.0049401,0.0012793,0.00063141,0.00039835,0.00022363,0.00015477,0.00011778,8.04E-05,5.75E-05,4.34E-05,3.26E-05,2.31E-05
414,82,ALIP,4.2,0,8,25.670361,C,0.0267,0.027432,0.030272,0.041525,0.072585,0.11992,0.08052,0.063461,0.052635,0.050145,0.05017,0.024727,0.016883,0.0086555,0.0056895,0.0029869,0.0016309,0.0006126,0.00036536,0.00023947,0.0001372,8.97E-05,7.31E-05,4.75E-05,2.99E-05,2.19E-05,1.83E-05,1.21E-05
415,82,ANC,4.2,0,8,26.666281,C,0.035818,0.036834,0.040012,0.053384,0.08036,0.12637,0.1287,0.12445,0.11011,0.10303,0.086098,0.039125,0.019809,0.012853,0.0085744,0.0039949,0.0026398,0.00083174,0.00052806,0.00034593,0.00020356,0.00014686,0.00011289,6.80E-05,5.27E-05,4.25E-05,3.14E-05,1.97E-05
416,82,DJB,4.2,0,8,19.234964,A,0.025665,0.026533,0.032803,0.057791,0.084794,0.069447,0.061563,0.062713,0.061582,0.051177,0.043698,0.025198,0.017653,0.013313,0.009266,0.0054121,0.0029593,0.00099115,0.00058085,0.00039977,0.0002558,0.00019041,0.0001546,9.44E-05,7.18E-05,5.06E-05,4.20E-05,3.19E-05
417,82,DLU,4.2,0,8,23.022524,C,0.058327,0.059076,0.063591,0.11107,0.15819,0.17392,0.16086,0.15477,0.13097,0.1113,0.10567,0.072993,0.069057,0.030656,0.020651,0.0090046,0.0073758,0.0020693,0.0011617,0.00077587,0.00048399,0.00036008,0.00028835,0.0001857,0.000132,0.00010726,7.48E-05,4.69E-05
418,82,FAR,4.2,0,8,39.9145,C,0.0080663,0.0081347,0.0083679,0.0086689,0.011517,0.01134,0.014923,0.018674,0.023046,0.027736,0.029401,0.017234,0.017304,0.0090967,0.0051909,0.0028326,0.002213,0.00065447,0.0004476,0.00033778,0.00020318,0.00011872,0.00010566,6.28E-05,5.07E-05,5.42E-05,6.83E-05,4.85E-05
419,82,IMD,4.2,0,8,23.093719,A,0.024103,0.02477,0.028995,0.047801,0.048469,0.069973,0.054052,0.049748,0.051491,0.047347,0.042957,0.031473,0.015448,0.0093611,0.0065781,0.0030576,0.0019303,0.00064058,0.00041322,0.00028848,0.00018283,0.00012585,0.00010242,6.54E-05,4.53E-05,3.29E-05,2.46E-05,1.64E-05
420,82,JAFR,4.2,0,8,9.007181,C,0.0049588,0.0054066,0.011386,0.017737,0.014084,0.010003,0.011403,0.010704,0.010272,0.0094148,0.0079713,0.0052002,0.0029812,0.0014786,0.00094931,0.00052764,0.00028468,9.93E-05,6.52E-05,4.35E-05,2.82E-05,2.01E-05,1.65E-05,1.09E-05,7.02E-06,4.66E-06,3.73E-06,3.05E-06
421,82,NOI,4.2,0,8,47.934687,C,0.0098825,0.0099927,0.010329,0.011637,0.013781,0.014922,0.017915,0.02289,0.026042,0.023955,0.021933,0.026578,0.016519,0.0086443,0.0054158,0.0026726,0.0013764,0.00048588,0.00037298,0.00020689,0.00011999,8.99E-05,7.24E-05,5.01E-05,3.56E-05,2.67E-05,2.01E-05,1.87E-05
